code,name,description,refreshed_at,from_date,to_date
BOM514248,SREECHEM RESINS LTD. EOD Prices,End of Day prices and additional trading information for SREECHEM RESINS LTD. EOD Prices.,14-05-2021 14:19,12-09-2018,14-05-2021
BOM514264,SEASONS TEXTILES LTD.-$ EOD Prices,End of Day prices and additional trading information for SEASONS TEXTILES LTD.-$ EOD Prices.,14-05-2021 14:18,27-08-1993,14-05-2021
BOM514266,ZENITH FIBRES LTD.-$ EOD Prices,End of Day prices and additional trading information for ZENITH FIBRES LTD.-$ EOD Prices.,14-05-2021 14:18,28-09-1993,14-05-2021
BOM514272,BHILWARA SPINNERS LTD. EOD Prices,End of Day prices and additional trading information for BHILWARA SPINNERS LTD. EOD Prices.,14-05-2021 14:18,28-09-1993,14-05-2021
BOM514274,AARVEE DENIMS & EXPORTS LTD. EOD Prices,End of Day prices and additional trading information for AARVEE DENIMS & EXPORTS LTD. EOD Prices.,14-05-2021 14:18,18-11-1993,14-05-2021
BOM514280,Sanrhea Technical Textiles Ltd. EOD Prices,End of Day prices and additional trading information for Sanrhea Technical Textiles Ltd. EOD Prices.,12-11-2015 11:56,08-10-1993,22-10-2013
BOM514286,ASHIMA LTD. EOD Prices,End of Day prices and additional trading information for ASHIMA LTD. EOD Prices.,14-05-2021 14:18,28-10-1993,14-05-2021
BOM514296,Haryana Texprints (Overseas) Limited EOD Prices,End of Day prices and additional trading information for Haryana Texprints (Overseas) Limited EOD Prices.,14-05-2021 14:18,23-05-1994,19-12-2016
BOM514300,PIONEER EMBROIDERIES LTD.-$ EOD Prices,End of Day prices and additional trading information for PIONEER EMBROIDERIES LTD.-$ EOD Prices.,14-05-2021 14:18,12-01-1994,14-05-2021
BOM514302,VIPPY SPINPRO LTD. EOD Prices,End of Day prices and additional trading information for VIPPY SPINPRO LTD. EOD Prices.,14-05-2021 14:18,10-01-1994,14-05-2021
BOM514304,S.kumars Nationwide Ltd. EOD Prices,End of Day prices and additional trading information for S.kumars Nationwide Ltd. EOD Prices.,12-11-2015 11:56,11-01-1994,21-05-2015
BOM514308,Hanjer Fibres Ltd. EOD Prices,End of Day prices and additional trading information for Hanjer Fibres Ltd. EOD Prices.,12-11-2015 11:56,25-01-1994,07-08-2014
BOM514312,JAIHIND SYNTHETICS LTD. EOD Prices,End of Day prices and additional trading information for JAIHIND SYNTHETICS LTD. EOD Prices.,14-05-2021 14:18,27-01-1994,14-05-2021
BOM514316,RAGHUVIR SYNTHETICS LTD. EOD Prices,End of Day prices and additional trading information for RAGHUVIR SYNTHETICS LTD. EOD Prices.,14-05-2021 14:18,21-02-1994,14-05-2021
BOM514318,JATTASHANKAR INDUSTIES LTD. EOD Prices,End of Day prices and additional trading information for JATTASHANKAR INDUSTIES LTD. EOD Prices.,14-05-2021 14:18,11-04-2000,10-05-2021
BOM514322,KAMADGIRI FASHION LTD.-$ EOD Prices,End of Day prices and additional trading information for KAMADGIRI FASHION LTD.-$ EOD Prices.,14-05-2021 14:18,09-02-1994,14-05-2021
BOM514324,OMNITEX INDUSTRIES (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for OMNITEX INDUSTRIES (INDIA) LTD. EOD Prices.,14-05-2021 14:18,15-02-1994,11-05-2021
BOM514326,PATSPIN INDIA LTD. EOD Prices,End of Day prices and additional trading information for PATSPIN INDIA LTD. EOD Prices.,14-05-2021 14:18,17-02-1994,14-05-2021
BOM514330,One Global Service Provider Ltd EOD Prices,End of Day prices and additional trading information for One Global Service Provider Ltd EOD Prices.,14-05-2021 14:18,24-03-1994,14-05-2021
BOM514332,NEO INFRACON LTD. EOD Prices,End of Day prices and additional trading information for NEO INFRACON LTD. EOD Prices.,14-05-2021 14:18,02-03-1994,14-05-2021
BOM514336,Genesis Ibrc India Ltd EOD Prices,End of Day prices and additional trading information for Genesis Ibrc India Ltd EOD Prices.,14-05-2021 14:18,16-03-1994,18-01-2021
BOM514348,WINSOME YARNS LTD. EOD Prices,End of Day prices and additional trading information for WINSOME YARNS LTD. EOD Prices.,14-05-2021 14:18,08-04-1994,22-06-2020
BOM514354,PREMIER POLYFILM LTD. EOD Prices,End of Day prices and additional trading information for PREMIER POLYFILM LTD. EOD Prices.,14-05-2021 14:18,18-04-1994,14-05-2021
BOM514358,EVERLON SYNTHETICS LTD. EOD Prices,End of Day prices and additional trading information for EVERLON SYNTHETICS LTD. EOD Prices.,14-05-2021 14:18,22-04-1994,14-05-2021
BOM514360,Gupta Carpets International Ltd. EOD Prices,End of Day prices and additional trading information for Gupta Carpets International Ltd. EOD Prices.,12-11-2015 11:56,16-05-1994,03-10-2011
BOM514366,CITIZEN YARNS LTD. EOD Prices,End of Day prices and additional trading information for CITIZEN YARNS LTD. EOD Prices.,14-05-2021 14:18,02-08-1994,17-12-2018
BOM514378,YARN SYNDICATE LTD. EOD Prices,End of Day prices and additional trading information for YARN SYNDICATE LTD. EOD Prices.,14-05-2021 14:18,23-06-1994,14-05-2021
BOM514386,GUJARAT COTEX LTD. EOD Prices,End of Day prices and additional trading information for GUJARAT COTEX LTD. EOD Prices.,14-05-2021 14:18,28-07-1994,11-05-2021
BOM514394,Atlas Jewellery India Limited EOD Prices,End of Day prices and additional trading information for Atlas Jewellery India Limited EOD Prices.,14-05-2021 14:18,18-08-1994,14-05-2021
BOM514400,GARWARE SYNTHETICS LTD. EOD Prices,End of Day prices and additional trading information for GARWARE SYNTHETICS LTD. EOD Prices.,14-05-2021 14:18,04-08-1994,14-05-2021
BOM514402,SHARAD FIBRES & YARN PROCESSORS LTD. EOD Prices,End of Day prices and additional trading information for SHARAD FIBRES & YARN PROCESSORS LTD. EOD Prices.,14-05-2021 14:18,05-08-1994,08-01-2021
BOM514412,SARUP INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for SARUP INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,12-09-1994,14-05-2021
BOM514414,OXFORD INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for OXFORD INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,12-09-1994,07-10-2019
BOM514418,Mangalam Organics Limited EOD Prices,End of Day prices and additional trading information for Mangalam Organics Limited EOD Prices.,14-05-2021 14:18,15-09-1994,14-05-2021
BOM514428,HINDUSTAN ADHESIVES LTD. EOD Prices,End of Day prices and additional trading information for HINDUSTAN ADHESIVES LTD. EOD Prices.,14-05-2021 14:18,09-11-1994,14-05-2021
BOM514440,Blue Pearl Texspin Limited EOD Prices,End of Day prices and additional trading information for Blue Pearl Texspin Limited EOD Prices.,14-05-2021 14:18,08-11-1994,14-05-2021
BOM514442,SRI KPR INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SRI KPR INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,05-12-1994,14-05-2021
BOM514446,Ls Industries Ltd. EOD Prices,End of Day prices and additional trading information for Ls Industries Ltd. EOD Prices.,12-11-2015 11:56,22-11-1994,13-12-2013
BOM514448,JYOTI RESINS & ADHESIVES LTD. EOD Prices,End of Day prices and additional trading information for JYOTI RESINS & ADHESIVES LTD. EOD Prices.,14-05-2021 14:18,02-12-1994,14-05-2021
BOM514450,Mahalaxmi Rubtech Ltd. EOD Prices,End of Day prices and additional trading information for Mahalaxmi Rubtech Ltd. EOD Prices.,12-11-2015 11:56,02-12-1994,04-11-2015
BOM514454,SOUTHERN LATEX LTD. EOD Prices,End of Day prices and additional trading information for SOUTHERN LATEX LTD. EOD Prices.,14-05-2021 14:18,02-01-1995,14-05-2021
BOM514460,OSWAL YARNS LTD. EOD Prices,End of Day prices and additional trading information for OSWAL YARNS LTD. EOD Prices.,14-05-2021 14:18,20-12-1994,14-05-2021
BOM514470,WINSOME TEXTILE INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for WINSOME TEXTILE INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,07-09-1995,14-05-2021
BOM514474,FAIR DEAL FILAMENTS LTD.-$ EOD Prices,End of Day prices and additional trading information for FAIR DEAL FILAMENTS LTD.-$ EOD Prices.,14-05-2021 14:18,07-02-1995,12-06-2019
BOM514482,Asahi Industries Limited EOD Prices,End of Day prices and additional trading information for Asahi Industries Limited EOD Prices.,14-05-2021 14:18,23-02-1995,10-03-2021
BOM514484,THAMBBI MODERN SPINNING MILLS LTD. EOD Prices,End of Day prices and additional trading information for THAMBBI MODERN SPINNING MILLS LTD. EOD Prices.,14-05-2021 14:18,04-07-1995,10-05-2021
BOM514486,POLYGENTA TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for POLYGENTA TECHNOLOGIES LTD. EOD Prices.,14-05-2021 14:18,07-03-1995,17-03-2020
BOM515018,REGENCY CERAMICS LTD. EOD Prices,End of Day prices and additional trading information for REGENCY CERAMICS LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,26-04-2021
BOM515030,ASAHI INDIA GLASS LTD. EOD Prices,End of Day prices and additional trading information for ASAHI INDIA GLASS LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM515037,MURUDESHWAR CERAMICS LTD. EOD Prices,End of Day prices and additional trading information for MURUDESHWAR CERAMICS LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM515043,SAINT-GOBAIN SEKURIT INDIA LTD. EOD Prices,End of Day prices and additional trading information for SAINT-GOBAIN SEKURIT INDIA LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM515055,Anant Raj Limited-$ EOD Prices,End of Day prices and additional trading information for Anant Raj Limited-$ EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM515059,MADHUSUDAN INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for MADHUSUDAN INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,09-01-1991,14-05-2021
BOM515081,SRI VAJRA GRANITES LTD. EOD Prices,End of Day prices and additional trading information for SRI VAJRA GRANITES LTD. EOD Prices.,14-05-2021 14:18,15-04-1991,24-01-2020
BOM515085,RESTILE CERAMICS LTD. EOD Prices,End of Day prices and additional trading information for RESTILE CERAMICS LTD. EOD Prices.,14-05-2021 14:18,06-05-1992,14-05-2021
BOM515093,MADHAV MARBLES & GRANITES LTD. EOD Prices,End of Day prices and additional trading information for MADHAV MARBLES & GRANITES LTD. EOD Prices.,14-05-2021 14:18,25-10-1992,14-05-2021
BOM515097,Gee Gee Granites Ltd. EOD Prices,End of Day prices and additional trading information for Gee Gee Granites Ltd. EOD Prices.,12-11-2015 11:56,10-06-1993,27-05-2015
BOM515099,Vertical Industries Ltd EOD Prices,End of Day prices and additional trading information for Vertical Industries Ltd EOD Prices.,14-05-2021 14:18,17-06-1993,06-12-2019
BOM515127,Ramasigns Industries Ltd EOD Prices,End of Day prices and additional trading information for Ramasigns Industries Ltd EOD Prices.,14-05-2021 14:18,25-04-1994,14-05-2021
BOM515145,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,05-04-1995,14-05-2021
BOM515147,Haldyn Glass Ltd-$ EOD Prices,End of Day prices and additional trading information for Haldyn Glass Ltd-$ EOD Prices.,14-05-2021 14:18,06-04-1995,14-05-2021
BOM516003,Duroply Industries Ltd EOD Prices,End of Day prices and additional trading information for Duroply Industries Ltd EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM516007,MANGALAM TIMBER PRODUCTS LTD. EOD Prices,End of Day prices and additional trading information for MANGALAM TIMBER PRODUCTS LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM516016,SHREYANS INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for SHREYANS INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM516020,AGIO PAPER & INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for AGIO PAPER & INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,03-01-1991,12-05-2021
BOM516022,STAR PAPER MILLS LTD. EOD Prices,End of Day prices and additional trading information for STAR PAPER MILLS LTD. EOD Prices.,14-05-2021 14:18,28-08-1992,14-05-2021
BOM516030,Yash Pakka Ltd-$ EOD Prices,End of Day prices and additional trading information for Yash Pakka Ltd-$ EOD Prices.,14-05-2021 14:18,29-03-1993,14-05-2021
BOM516032,SARDA PAPERS LTD. EOD Prices,End of Day prices and additional trading information for SARDA PAPERS LTD. EOD Prices.,14-05-2021 14:18,24-06-1993,11-05-2021
BOM516038,SOMA PAPERS & INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SOMA PAPERS & INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,11-10-1993,22-05-2017
BOM516062,NATIONAL PLYWOOD INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for NATIONAL PLYWOOD INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,06-02-2020,14-05-2021
BOM516064,Arrow Greentech Ltd EOD Prices,End of Day prices and additional trading information for Arrow Greentech Ltd EOD Prices.,14-05-2021 14:18,07-07-1994,14-05-2021
BOM516072,VISHNU CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for VISHNU CHEMICALS LTD. EOD Prices.,14-05-2021 14:18,05-09-1994,14-05-2021
BOM516078,JUMBO BAG LTD. EOD Prices,End of Day prices and additional trading information for JUMBO BAG LTD. EOD Prices.,14-05-2021 14:18,05-09-1994,14-05-2021
BOM516082,N.R.AGARWAL INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for N.R.AGARWAL INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,20-09-1994,14-05-2021
BOM516086,SHREE RAJESHWARANAND PAPER MILLS LTD. EOD Prices,End of Day prices and additional trading information for SHREE RAJESHWARANAND PAPER MILLS LTD. EOD Prices.,14-05-2021 14:18,12-10-1994,14-05-2021
BOM516092,3P Land Holdings Ltd EOD Prices,End of Day prices and additional trading information for 3P Land Holdings Ltd EOD Prices.,14-05-2021 14:18,20-10-1994,14-05-2021
BOM516096,SANGAL PAPERS LTD. EOD Prices,End of Day prices and additional trading information for SANGAL PAPERS LTD. EOD Prices.,14-05-2021 14:18,30-11-1994,14-05-2021
BOM516098,VENTURA TEXTILES LTD. EOD Prices,End of Day prices and additional trading information for VENTURA TEXTILES LTD. EOD Prices.,14-05-2021 14:18,22-12-1994,14-05-2021
BOM516106,SHREE KARTHIK PAPERS LTD. EOD Prices,End of Day prices and additional trading information for SHREE KARTHIK PAPERS LTD. EOD Prices.,14-05-2021 14:18,08-03-1995,14-05-2021
BOM516108,SOUTH INDIA PAPER MILLS LTD. EOD Prices,End of Day prices and additional trading information for SOUTH INDIA PAPER MILLS LTD. EOD Prices.,14-05-2021 14:18,27-03-1995,14-05-2021
BOM516110,Scandent Imaging Limited EOD Prices,End of Day prices and additional trading information for Scandent Imaging Limited EOD Prices.,14-05-2021 14:18,29-03-1995,14-05-2021
BOM517001,Birla Power Solutions Ltd.-$ EOD Prices,End of Day prices and additional trading information for Birla Power Solutions Ltd.-$ EOD Prices.,12-11-2015 11:56,02-01-1991,16-03-2015
BOM517015,VINDHYA TELELINKS LTD. EOD Prices,End of Day prices and additional trading information for VINDHYA TELELINKS LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM517035,RUTTONSHA INTERNATIONAL RECTIFIER LTD. EOD Prices,End of Day prices and additional trading information for RUTTONSHA INTERNATIONAL RECTIFIER LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM517041,ADOR WELDING LTD. EOD Prices,End of Day prices and additional trading information for ADOR WELDING LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM517044,INTERNATIONAL DATA MANAGEMENT LTD. EOD Prices,End of Day prices and additional trading information for INTERNATIONAL DATA MANAGEMENT LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM517059,SALZER ELECTRONICS LTD.-$ EOD Prices,End of Day prices and additional trading information for SALZER ELECTRONICS LTD.-$ EOD Prices.,14-05-2021 14:18,09-01-1991,14-05-2021
BOM517063,JETKING INFOTRAIN LTD. EOD Prices,End of Day prices and additional trading information for JETKING INFOTRAIN LTD. EOD Prices.,14-05-2021 14:18,22-11-1991,14-05-2021
BOM517077,IND-AGIV COMMERCE LTD. EOD Prices,End of Day prices and additional trading information for IND-AGIV COMMERCE LTD. EOD Prices.,14-05-2021 14:18,09-08-1991,12-05-2021
BOM517080,High Ground Enterprise Ltd EOD Prices,End of Day prices and additional trading information for High Ground Enterprise Ltd EOD Prices.,14-05-2021 14:18,07-01-1992,26-05-2020
BOM517096,APLAB LTD.-$ EOD Prices,End of Day prices and additional trading information for APLAB LTD.-$ EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM517119,PCS TECHNOLOGY LTD. EOD Prices,End of Day prices and additional trading information for PCS TECHNOLOGY LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM517140,MOSER BAER INDIA LTD. EOD Prices,End of Day prices and additional trading information for MOSER BAER INDIA LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,10-10-2018
BOM517146,USHA MARTIN LTD. EOD Prices,End of Day prices and additional trading information for USHA MARTIN LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM517164,ZENITH COMPUTERS LTD. EOD Prices,End of Day prices and additional trading information for ZENITH COMPUTERS LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,18-06-2018
BOM517166,SPEL SEMICONDUCTOR LTD. EOD Prices,End of Day prices and additional trading information for SPEL SEMICONDUCTOR LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM517168,SUBROS LTD. EOD Prices,End of Day prices and additional trading information for SUBROS LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM517170,KLK Electrical Ltd EOD Prices,End of Day prices and additional trading information for KLK Electrical Ltd EOD Prices.,14-05-2021 14:18,14-11-1995,12-05-2021
BOM517172,Pervasive Commodities Ltd EOD Prices,End of Day prices and additional trading information for Pervasive Commodities Ltd EOD Prices.,14-05-2021 14:19,03-11-1992,14-05-2021
BOM517174,HONEYWELL AUTOMATION INDIA LTD. EOD Prices,End of Day prices and additional trading information for HONEYWELL AUTOMATION INDIA LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM517201,SWITCHING TECHNOLOGIES GUNTHER LTD. EOD Prices,End of Day prices and additional trading information for SWITCHING TECHNOLOGIES GUNTHER LTD. EOD Prices.,14-05-2021 14:18,07-01-1991,12-05-2021
BOM517206,LUMAX INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for LUMAX INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM517214,Digispice Technologies Ltd-$ EOD Prices,End of Day prices and additional trading information for Digispice Technologies Ltd-$ EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
