ticker,issuer_name
MFBSLRIFS4RG,Aditya Birla Sun Life AMC Ltd. (MFBSLRIFS4RG)
MFC7DD,Canara Robeco Asset Management Company Ltd (MFC7DD)
MFC7DP,Canara Robeco Asset Management Company Ltd (MFC7DP)
MFC8GP,Canara Robeco Asset Management Company Ltd (MFC8GP)
MFC9GP,Canara Robeco Asset Management Company Ltd (MFC9GP)
MFCES1DPDP,IIFL Asset Management Ltd. (MFCES1DPDP)
MFCES1DPG,IIFL Asset Management Ltd. (MFCES1DPG)
MFCES1RPDP,IIFL Asset Management Ltd. (MFCES1RPDP)
MFCES1RPG,IIFL Asset Management Ltd. (MFCES1RPG)
MFCES1RPG_1,(MFCES1RPG)
MFCRMFCP2ARG,Canara Robeco Asset Management Company Ltd (MFCRMFCP2ARG)
MFCRMFCP6RG,Canara Robeco Asset Management Company Ltd (MFCRMFCP6RG)
MFCRMFCXGP,Canara Robeco Asset Management Company Ltd (MFCRMFCXGP)
MFD1GP,Canara Robeco Asset Management Company Ltd (MFD1GP)
MFDAXXXGR,SBI Funds Management Private Limited (MFDAXXXGR)
MFDPRMABGP,DHFL Pramerica Asset Managers Private Limited (MFDPRMABGP)
MFDRGESS01DD,DSP BlackRock Investment Managers Private Limited (MFDRGESS01DD)
MFDRGESS01DG,DSP BlackRock Investment Managers Private Limited (MFDRGESS01DG)
MFDRGESS01RD,DSP BlackRock Investment Managers Private Limited (MFDRGESS01RD)
MFDRGESS01RG,DSP BlackRock Investment Managers Private Limited (MFDRGESS01RG)
MFDSPFM3M21D,DSP BLACKROCK-FMP-3MS21DP (MFDSPFM3M21D)
MFDSPFM3M21D_1,(MFDSPFM3M21D)
MFDWSFMP4GR,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP4GR)
MFDWSFMP56DG,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP56DG)
MFDWSFMP56QD,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP56QD)
MFDWSFMP56RA,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP56RA)
MFDWSFMP56RG,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP56RG)
MFDWSFMP64RG,DHFL Pramerica Asset Managers Private Limited (MFDWSFMP64RG)
MFDWSFMP66RG,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP66RG)
MFDWSFMP71RG,Deutsche Asset Management (India) Pvt Ltd (MFDWSFMP71RG)
MFDWSFTF62ID,(MFDWSFTF62ID)
MFDWSFTF62IG,(MFDWSFTF62IG)
MFDWSFTF62RD,(MFDWSFTF62RD)
MFDWSFTF62RG,(MFDWSFTF62RG)
MFDWSFTF66RG,(MFDWSFTF66RG)
MFDWSFTF96GR,Deutsche Asset Management (India) Pvt Ltd (MFDWSFTF96GR)
MFDWSHFTF3DP,Deutsche Asset Management (India) Pvt Ltd (MFDWSHFTF3DP)
MFDWSHYD13GP,DHFL Pramerica Asset Managers Private Limited (MFDWSHYD13GP)
MFDWSHYD4GR,Deutsche Asset Management (India) Pvt Ltd (MFDWSHYD4GR)
MFDWSHYD5GR,Deutsche Asset Management (India) Pvt Ltd (MFDWSHYD5GR)
MFDWSHYD6GR,(MFDWSHYD6GR)
MFDWSHYD6GR_1,Deutsche Asset Management (India) Pvt Ltd (MFDWSHYD6GR)
MFDWSHYD7GR,Deutsche Asset Management (India) Pvt Ltd (MFDWSHYD7GR)
MFDWSHYN8GP,DHFL Pramerica Asset Managers Private Limited (MFDWSHYN8GP)
MFDWSMIDRD,Deutsche Investments India Pvt Ltd (MFDWSMIDRD)
MFEC1RG,Sundaram Asset Management Company Limited (MFEC1RG)
MFEC2RD,Sundaram Asset Management Company Limited (MFEC2RD)
MFEC2RG,Sundaram Asset Management Company Limited (MFEC2RG)
MFEC3RG,Sundaram Asset Management Company Limited (MFEC3RG)
MFEC4RD,Sundaram Asset Management Company Limited (MFEC4RD)
MFEC4RG,Sundaram Asset Management Company Limited (MFEC4RG)
MFEC5RG,Sundaram Asset Management Company Limited (MFEC5RG)
MFEC6RG,Sundaram Asset Management Company Limited (MFEC6RG)
MFEC7RG,Sundaram Asset Management Company Limited (MFEC7RG)
MFEMFFMP55DD,Edelweiss Asset Management Ltd. (MFEMFFMP55DD)
MFEMOFSR1DDP,Edelweiss Asset Management Ltd. (MFEMOFSR1DDP)
MFEMOFSR1DGG,Edelweiss Asset Management Ltd. (MFEMOFSR1DGG)
MFEMOFSR1RDP,Edelweiss Asset Management Ltd. (MFEMOFSR1RDP)
MFEMOFSR1RDS,Edelweiss Asset Management Ltd. (MFEMOFSR1RDS)
MFEMOFSR1RGG,Edelweiss Asset Management Ltd. (MFEMOFSR1RGG)
MFF135D,HSBC Asset Management (India) Private Ltd (MFF135D)
MFFFTF16BGR,(MFFFTF16BGR)
MFFICRF1DP,Franklin Templeton Asset Management (India) Private Limited (MFFICRF1DP)
MFFICRF1DPD,Franklin Templeton Asset Management (India) Private Limited (MFFICRF1DPD)
MFFICRF2DP,Franklin Templeton Asset Management (India) Private Limited (MFFICRF2DP)
MFFICRF2DPD,Franklin Templeton Asset Management (India) Private Limited (MFFICRF2DPD)
MFFICRF2GPD,Franklin Templeton Asset Management (India) Private Limited (MFFICRF2GPD)
MFFICRFD3GPD,Franklin Templeton Asset Management (India) Private Limited (MFFICRFD3GPD)
MFFIFMPS3CDP,Franklin Templeton Asset Management (India) Private Limited (MFFIFMPS3CDP)
MFFIFMPS4FDG,Franklin Templeton Asset Management (India) Private Limited (MFFIFMPS4FDG)
MFFIFMPS5DQP,Franklin Templeton Asset Management (India) Private Limited (MFFIFMPS5DQP)
MFFILDF2GP,Franklin Templeton Asset Management (India) Private Limited (MFFILDF2GP)
MFFILDF2GPD,Franklin Templeton Asset Management (India) Private Limited (MFFILDF2GPD)
MFFIMPS4CRG,Franklin Templeton Asset Management (India) Private Limited (MFFIMPS4CRG)
MFFISTIP2GP,Franklin Templeton Asset Management (India) Private Limited (MFFISTIP2GP)
MFFISTIP2GPD,Franklin Templeton Asset Management (India) Private Limited (MFFISTIP2GPD)
MFFMPS3FDGR,Franklin Templeton Asset Management (India) Private Limited (MFFMPS3FDGR)
MFFMPS6DPG,India Infoline Asset Management Co. Ltd (MFFMPS6DPG)
MFFMPS6RPDP,India Infoline Asset Management Co. Ltd (MFFMPS6RPDP)
MFFMPS6RPG,India Infoline Asset Management Co. Ltd (MFFMPS6RPG)
MFFTFL2YRSDG,(MFFTFL2YRSDG)
MFFTFTF12ADV,FTMF-FT FTF SXII-PA-DO (MFFTFTF12ADV)
MFFTFTF12ADV_1,(MFFTFTF12ADV)
MFFTFTF12AGR,FTMF-FT FTF SXII-PA-GO (MFFTFTF12AGR)
MFFTFTF12AGR_1,(MFFTFTF12AGR)
MFFTFTF12BDV,FTFTF-SER XII-PLAN  B-DO (MFFTFTF12BDV)
MFFTFTF12BDV_1,(MFFTFTF12BDV)
MFFTFTF12BGR,FTFTF-SER XII-PLAN  B-GO (MFFTFTF12BGR)
MFFTFTF12BGR_1,(MFFTFTF12BGR)
MFFTFTF12CDV,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF12CDV)
MFFTFTF12CGR,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF12CGR)
MFFTFTF13ADV,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF13ADV)
MFFTFTF13AGR,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF13AGR)
MFFTFTF14ADV,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF14ADV)
MFFTFTF14AGR,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF14AGR)
MFFTFTF14BDV,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF14BDV)
MFFTFTF14BGR,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF14BGR)
MFFTFTF15DV,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF15DV)
MFFTFTF15GR,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF15GR)
MFFTFTF16DO,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF16DO)
MFFTFTF16GR,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF16GR)
MFFTFTF17DV,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF17DV)
MFFTFTF17GR,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF17GR)
MFGJDG,Sundaram MF (FTP- GJ [21/08/17] DPL Growth) (MFGJDG)
MFH1104A36RG,HDFC Asset Management Company Ltd. (MFH1104A36RG)
MFH1128D33RQ,HDFC Asset Management Company Ltd. (MFH1128D33RQ)
MFH1141D42RD,HDFC Asset Management Company Ltd. (MFH1141D42RD)
MFH1158D39RG,HDFC Asset Management Company Ltd. (MFH1158D39RG)
MFH1175J29RG,HDFC Asset Management Company Ltd. (MFH1175J29RG)
MFH1188M38RG,HDFC Asset Management Company Ltd. (MFH1188M38RG)
MFH1190M36RD,HDFC Asset Management Company Ltd. (MFH1190M36RD)
MFH1190M36RG,HDFC Asset Management Company Ltd. (MFH1190M36RG)
MFH1190M36RQ,HDFC Asset Management Company Ltd. (MFH1190M36RQ)
MFH1280D43DG,HDFC Asset Management Company Ltd. (MFH1280D43DG)
MFH1309S37RQ,HDFC Asset Management Company Ltd. (MFH1309S37RQ)
MFH370APR1DG,HDFC Asset Management Company Ltd. (MFH370APR1DG)
MFH370APR1DQ,HDFC Asset Management Company Ltd. (MFH370APR1DQ)
MFH370APR1RD,HDFC Asset Management Company Ltd. (MFH370APR1RD)
MFH370APR1RF,HDFC Asset Management Company Ltd. (MFH370APR1RF)
MFH370APR1RG,HDFC Asset Management Company Ltd. (MFH370APR1RG)
MFH370APR1RQ,HDFC Asset Management Company Ltd. (MFH370APR1RQ)
MFH37131JDG2,HDFC Asset Management Company Ltd. (MFH37131JDG2)
MFH390M29DD1,HDFC Asset Management Company Ltd. (MFH390M29DD1)
MFH390M29DG1,HDFC Asset Management Company Ltd. (MFH390M29DG1)
MFH390M29DQ1,HDFC Asset Management Company Ltd. (MFH390M29DQ1)
MFH390M29RD1,HDFC Asset Management Company Ltd. (MFH390M29RD1)
MFH390M29RF1,HDFC Asset Management Company Ltd. (MFH390M29RF1)
MFH390M29RG1,HDFC Asset Management Company Ltd. (MFH390M29RG1)
MFH390M29RQ1,HDFC Asset Management Company Ltd. (MFH390M29RQ1)
MFH742S28DF1,HDFC Asset Management Company Ltd. (MFH742S28DF1)
MFH742S28DG1,(MFH742S28DG1)
MFH742S28RG1,(MFH742S28RG1)
MFH747J31DF1,(MFH747J31DF1)
MFH747J31DG1,(MFH747J31DG1)
MFH747J31DQ1,(MFH747J31DQ1)
MFH747J31RD1,(MFH747J31RD1)
MFH747J31RG1,(MFH747J31RG1)
MFHCPO36MJRG,HDFC Asset Management Company Ltd. (MFHCPO36MJRG)
MFHCPO36MORD,HDFC Asset Management Company Ltd. (MFHCPO36MORD)
MFHCPO36MORG,HDFCAMC - HCPO36MORG (MFHCPO36MORG)
MFHCPO36MORG_1,(MFHCPO36MORG)
MFHCPO36MSDD,HDFC Asset Management Company Ltd. (MFHCPO36MSDD)
MFHCPO36MSDG,HDFC Asset Management Company Ltd. (MFHCPO36MSDG)
MFHCPO36MSRD,HDFC Asset Management Company Ltd. (MFHCPO36MSRD)
MFHCPO36MSRG,HDFC Asset Management Company Ltd. (MFHCPO36MSRG)
MFHDAIF1ADDP,HDFC Asset Management Company Ltd. (MFHDAIF1ADDP)
MFHDAIF1ADGR,HDFC Asset Management Company Ltd. (MFHDAIF1ADGR)
MFHDAIF1ARGR,HDFC Asset Management Company Ltd. (MFHDAIF1ARGR)
MFHDAIF1BDGR,HDFC Asset Management Company Ltd. (MFHDAIF1BDGR)
MFHDAIF1BRDP,HDFC Asset Management Company Ltd. (MFHDAIF1BRDP)
MFHDAIF1BRGR,HDFC Asset Management Company Ltd. (MFHDAIF1BRGR)
MFHDC370D19G,(MFHDC370D19G)
MFHDC370D223,HDFC Asset Management Company Ltd. (MFHDC370D223)
MFHDC370F223,HDFC Asset Management Company Ltd. (MFHDC370F223)
MFHDC370G223,HDFC Asset Management Company Ltd. (MFHDC370G223)
MFHDC370Q223,HDFC Asset Management Company Ltd. (MFHDC370Q223)
MFHDEC526D24,HDFC Asset Management Company Ltd. (MFHDEC526D24)
MFHDEC526F24,HDFC Asset Management Company Ltd. (MFHDEC526F24)
MFHDEC526G24,HDFC Asset Management Company Ltd. (MFHDEC526G24)
MFHDEC526Q24,HDFC Asset Management Company Ltd. (MFHDEC526Q24)
MFHDFBX14RGR,(MFHDFBX14RGR)
MFHDFBX14RND,(MFHDFBX14RND)
MFHDFBX14RQD,(MFHDFBX14RQD)
MFHDFBX14WGR,(MFHDFBX14WGR)
MFHDFBX14WND,(MFHDFBX14WND)
MFHDMRX13RGR,(MFHDMRX13RGR)
MFHDMRX13RND,(MFHDMRX13RND)
MFHDMRX13RQD,(MFHDMRX13RQD)
MFHDMRX13WGR,(MFHDMRX13WGR)
MFHDXII15MGR,(MFHDXII15MGR)
MFHEOF1126DG,HDFC Asset Management Company Ltd. (MFHEOF1126DG)
MFHEOFDD1126,HDFC Asset Management Company Ltd. (MFHEOFDD1126)
MFHEOFRD1100,HDFC Asset Management Company Ltd. (MFHEOFRD1100)
MFHEOFRD1126,HDFC Asset Management Company Ltd. (MFHEOFRD1126)
MFHEOFRG1100,HDFC Asset Management Company Ltd. (MFHEOFRG1100)
MFHEOFRG1126,HDFC Asset Management Company Ltd. (MFHEOFRG1126)
MFHFB370G213,(MFHFB370G213)
MFHFEFBRD,HDFC Asset Management Company Ltd. (MFHFEFBRD)
MFHFEFBRG,HDFC Asset Management Company Ltd. (MFHFEFBRG)
MFHFEFDG,HDFC Asset Management Company Ltd. (MFHFEFDG)
MFHFEFRG,HDFC Asset Management Company Ltd. (MFHFEFRG)
MFHFTS95G,HSBC Asset Management (India) Private Ltd (MFHFTS95G)
MFHHOF1140DD,HDFC Asset Management Company Ltd. (MFHHOF1140DD)
MFHHOF1140DG,HDFC Asset Management Company Ltd. (MFHHOF1140DG)
MFHHOF1140RD,HDFC Asset Management Company Ltd. (MFHHOF1140RD)
MFHHOF1140RG,HDFC Asset Management Company Ltd. (MFHHOF1140RG)
MFHJN1120G20,HDFC Asset Management Company Ltd. (MFHJN1120G20)
MFHJN1120N20,HDFC Asset Management Company Ltd. (MFHJN1120N20)
MFHJN1120Q20,HDFC Asset Management Company Ltd. (MFHJN1120Q20)
MFHJUL18370N,HDFC-SXVIII-370D J 1-NDO (MFHJUL18370N)
MFHM13100DGR,(MFHM13100DGR)
MFHM13100DND,(MFHM13100DND)
MFHMAY370G21,(MFHMAY370G21)
MFHMAY370N21,(MFHMAY370N21)
MFHMAY370Q21,(MFHMAY370Q21)
MFHMR16370D5,(MFHMR16370D5)
MFHMR399G211_1,(MFHMR399G211)
MFHMRX367RGR,(MFHMRX367RGR)
MFHMRX367RND,(MFHMRX367RND)
MFHMRX367RQD,(MFHMRX367RQD)
MFHMRX367WGR,(MFHMRX367WGR)
MFHMXII367QD,(MFHMXII367QD)
MFHNVXI19MGR,(MFHNVXI19MGR)
MFHOCT36M19G,HDFC Asset Management Company Ltd. (MFHOCT36M19G)
MFHOCT370D22,(MFHOCT370D22)
MFHOCT370G22,HDFC Asset Management Company Ltd. (MFHOCT370G22)
MFHOCT370Q22,(MFHOCT370Q22)
MFHOCXI18MGR,HDFCFMP 18MOCT2009 GR (MFHOCXI18MGR)
MFHOCXI18MGR_1,(MFHOCXI18MGR)
MFHRGESSDD1,HDFC Asset Management Company Ltd. (MFHRGESSDD1)
MFHRGESSDD2,HDFC Asset Management Company Ltd. (MFHRGESSDD2)
MFHRGESSDG1,HDFC Asset Management Company Ltd. (MFHRGESSDG1)
MFHRGESSDG2,HDFC Asset Management Company Ltd. (MFHRGESSDG2)
MFHRGESSRD1,HDFC Asset Management Company Ltd. (MFHRGESSRD1)
MFHRGESSRD2,HDFC Asset Management Company Ltd. (MFHRGESSRD2)
MFHRGESSRG1,HDFC Asset Management Company Ltd. (MFHRGESSRG1)
MFHRGESSRG2,HDFC Asset Management Company Ltd. (MFHRGESSRG2)
MFHSEP1525MG,(MFHSEP1525MG)
MFHSEP1525MN,(MFHSEP1525MN)
MFHSEP1525MQ,HDFC-SXV- 25M SEP10 - QDO (MFHSEP1525MQ)
MFHSEP371D22,(MFHSEP371D22)
MFHSEP371G22,(MFHSEP371G22)
MFHSEP371Q22,(MFHSEP371Q22)
MFHSP141003G,HDFC 100D SEP10 (3) - GO (MFHSP141003G)
MFHYODY,Sundaram Asset Management Company Limited (MFHYODY)
MFHYORG,Sundaram Asset Management Company Limited (MFHYORG)
MFI1MGG,LIC NOMURA Mutual Fund Asset Management Company Limited (MFI1MGG)
MFIDFC1280,IDFC Asset Management Company Limited (MFIDFC1280)
MFIDFC1281,IDFC Asset Management Company Limited (MFIDFC1281)
MFIDFC1282,IDFC Asset Management Company Limited (MFIDFC1282)
MFIDFC1283,IDFC Asset Management Company Limited (MFIDFC1283)
MFIDFC1374,IDFC Asset Management Company Limited (MFIDFC1374)
MFIDFC13M1AG,(MFIDFC13M1AG)
MFIDFC13M1AP,(MFIDFC13M1AP)
MFIDFC13M1AR,(MFIDFC13M1AR)
MFIDFC13M1BG,(MFIDFC13M1BG)
MFIDFC13M1BP,(MFIDFC13M1BP)
MFIDFC17M1BG,(MFIDFC17M1BG)
MFIDFCCPOF1G_1,(MFIDFCCPOF1G)
MFIDFCCPOF1P,(MFIDFCCPOF1P)
MFIDFCD1196,IDFC Asset Management Company Limited (MFIDFCD1196)
MFIDFC_D1216,IDFCAMC - IDFC-D1216 (MFIDFC-D1216)
MFIDFCD1280,IDFC Asset Management Company Limited (MFIDFCD1280)
MFIDFCD1296,IDFC Asset Management Company Limited (MFIDFCD1296)
MFIDFCEOS4DD,IDFC Asset Management Company Limited (MFIDFCEOS4DD)
MFIDFCEOS4DG,IDFC Asset Management Company Limited (MFIDFCEOS4DG)
MFIDFCEOS4RG,IDFC Asset Management Company Limited (MFIDFCEOS4RG)
MFIDFCEOS5RG,IDFC Asset Management Company Limited (MFIDFCEOS5RG)
MFIDFCHYS9AG,(MFIDFCHYS9AG)
MFIDR1ADDP,IDBI Asset Management Ltd (MFIDR1ADDP)
MFIDR1ADP,IDBI Asset Management Ltd (MFIDR1ADP)
MFIDR1AG,IDBI Asset Management Ltd (MFIDR1AG)
MFIDR1AGD,IDBI Asset Management Ltd (MFIDR1AGD)
MFIIFLFMPS1D,India Infoline Asset Management Co. Ltd (MFIIFLFMPS1D)
MFIIFLFMPS1G,India Infoline Asset Management Co. Ltd (MFIIFLFMPS1G)
MFIIFLFMPS2D,India Infoline Asset Management Co. Ltd (MFIIFLFMPS2D)
MFIIFLFMPS2G,India Infoline Asset Management Co. Ltd (MFIIFLFMPS2G)
MFIIFLFMPS3D,India Infoline Asset Management Co. Ltd (MFIIFLFMPS3D)
MFIIFLFMPS3G,India Infoline Asset Management Co. Ltd (MFIIFLFMPS3G)
MFIMFFM32ERG,Invesco Asset Management (India) Pvt. Ltd. (MFIMFFM32ERG)
MFIP493YBRG,(MFIP493YBRG)
MFIP5019MAD,(MFIP5019MAD)
MFIP533YAC,(MFIP533YAC)
MFIPRU1640,(MFIPRU1640)
MFIPRU1744,(MFIPRU1744)
MFIPRU1764,(MFIPRU1764)
MFIPRU1770,(MFIPRU1770)
MFIPRU1781,ICICI Prudential Asset Management Company Ltd. (MFIPRU1781)
MFIPRU1793,(MFIPRU1793)
MFIPRU1795,ICICI Prudential Asset Management Company Ltd. (MFIPRU1795)
MFIPRU1830,ICICI Prudential Asset Management Company Ltd. (MFIPRU1830)
MFIPRU2256,ICICI Prudential Asset Management Company Ltd. (MFIPRU2256)
MFIPRU2288,ICICI Prudential Asset Management Company Ltd. (MFIPRU2288)
MFIPRU2397,ICICI Prudential Asset Management Company Ltd. (MFIPRU2397)
MFIPRU2580,ICICI Prudential Asset Management Company Ltd. (MFIPRU2580)
MFIPRU2599,ICICI Prudential Asset Management Company Ltd. (MFIPRU2599)
MFIPRU2605,ICICI Prudential Asset Management Company Ltd. (MFIPRU2605)
MFIPRU2660,ICICI Prudential Asset Management Company Ltd. (MFIPRU2660)
MFIPRU2687,ICICI Prudential Asset Management Company Ltd. (MFIPRU2687)
MFIPRU2691,ICICI Prudential Asset Management Company Ltd. (MFIPRU2691)
MFIPRU2695,ICICI Prudential Asset Management Company Ltd. (MFIPRU2695)
MFIPRU2814,ICICI Prudential Asset Management Company Ltd. (MFIPRU2814)
MFIPRU_8484,ICICI Prudential Asset Management Company Ltd. (MFIPRU-8484)
MFIPRU8541,ICICI Prudential Asset Management Company Ltd. (MFIPRU8541)
MFIPRU8976,ICICI Prudential Asset Management Company Ltd. (MFIPRU8976)
MFIPRU9004,ICICI Prudential Asset Management Company Ltd. (MFIPRU9004)
MFIPRU9008,ICICI Prudential Asset Management Company Ltd. (MFIPRU9008)
MFISMCSRIIRG,Sundaram Asset Management Company Limited (MFISMCSRIIRG)
MFJ301G,JP Morgan Asset Management India Pvt Ltd (MFJ301G)
MFJ302D,(MFJ302D)
MFJ302G,(MFJ302G)
MFJMFMPXVIRG,JM FMF SXVI YR1 R-GRW (MFJMFMPXVIRG)
MFJMFXXIVCDG_1,JM Financial Asset Management Private Limited (MFJMFXXIVCDG)
MFJMFXXIVCGO_1,JM Financial Asset Management Private Limited (MFJMFXXIVCGO)
MFKTK179RG,Kotak Mahindra Asset Management Company Ltd (MFKTK179RG)
MFKTK180DG,Kotak Mahindra Asset Management Company Ltd (MFKTK180DG)
MFKTK180RG,Kotak Mahindra Asset Management Company Ltd (MFKTK180RG)
MFKTK182DG,Kotak Mahindra Asset Management Company Ltd (MFKTK182DG)
MFKTK183DG,Kotak Mahindra Asset Management Company Ltd (MFKTK183DG)
MFKTK183RD,Kotak Mahindra Asset Management Company Ltd (MFKTK183RD)
MFKTK183RG,Kotak Mahindra Asset Management Company Ltd (MFKTK183RG)
MFKTK185DG,Kotak Mahindra Asset Management Company Ltd (MFKTK185DG)
MFKTK185RG,Kotak Mahindra Asset Management Company Ltd (MFKTK185RG)
MFKTK186DG,Kotak Mahindra Asset Management Company Ltd (MFKTK186DG)
MFKTK186RD,Kotak Mahindra Asset Management Company Ltd (MFKTK186RD)
MFKTK186RG,Kotak Mahindra Asset Management Company Ltd (MFKTK186RG)
MFKTK187DG,Kotak Mahindra Asset Management Company Ltd (MFKTK187DG)
MFKTK187RD,Kotak Mahindra Asset Management Company Ltd (MFKTK187RD)
MFKTK187RG,Kotak Mahindra Asset Management Company Ltd (MFKTK187RG)
MFKTK189DD,Kotak Mahindra Asset Management Company Ltd (MFKTK189DD)
MFKTK189DG,Kotak Mahindra Asset Management Company Ltd (MFKTK189DG)
MFKTK189RD,Kotak Mahindra Asset Management Company Ltd (MFKTK189RD)
MFKTK189RG,Kotak Mahindra Asset Management Company Ltd (MFKTK189RG)
MFKTK190DD,Kotak Mahindra Asset Management Company Ltd (MFKTK190DD)
MFKTK190DG,Kotak Mahindra Asset Management Company Ltd (MFKTK190DG)
MFKTK190RD,Kotak Mahindra Asset Management Company Ltd (MFKTK190RD)
MFKTK190RG,Kotak Mahindra Asset Management Company Ltd (MFKTK190RG)
MFKTK191DG,Kotak Mahindra Asset Management Company Ltd (MFKTK191DG)
MFKTK191RD,Kotak Mahindra Asset Management Company Ltd (MFKTK191RD)
MFKTK191RG,Kotak Mahindra Asset Management Company Ltd (MFKTK191RG)
MFKTK192DG,Kotak Mahindra Asset Management Company Ltd (MFKTK192DG)
MFKTK192RD,Kotak Mahindra Asset Management Company Ltd (MFKTK192RD)
MFKTK192RG,Kotak Mahindra Asset Management Company Ltd (MFKTK192RG)
MFKTK193DG,Kotak Mahindra Asset Management Company Ltd (MFKTK193DG)
MFKTK193RD,Kotak Mahindra Asset Management Company Ltd (MFKTK193RD)
MFKTK193RG,Kotak Mahindra Asset Management Company Ltd (MFKTK193RG)
MFKTK194DG,Kotak Mahindra Asset Management Company Ltd (MFKTK194DG)
MFKTK194RD,Kotak Mahindra Asset Management Company Ltd (MFKTK194RD)
MFKTK194RG,Kotak Mahindra Asset Management Company Ltd (MFKTK194RG)
MFKTK196DG,Kotak Mahindra Asset Management Company Ltd (MFKTK196DG)
MFKTK196RG,Kotak Mahindra Asset Management Company Ltd (MFKTK196RG)
MFKTK199DG,Kotak Mahindra Asset Management Company Ltd (MFKTK199DG)
MFKTK199RD,Kotak Mahindra Asset Management Company Ltd (MFKTK199RD)
MFKTK199RG,Kotak Mahindra Asset Management Company Ltd (MFKTK199RG)
MFKTK212DG,Kotak Mahindra Asset Management Company Ltd (MFKTK212DG)
MFKTK212RG,Kotak Mahindra Asset Management Company Ltd (MFKTK212RG)
MFKTKFMP13ED,(MFKTKFMP13ED)
MFKTKFMP13EG,(MFKTKFMP13EG)
MFKTKFMP15GG,(MFKTKFMP15GG)
MFKTKFMP18AG,(MFKTKFMP18AG)
MFKTKFMP18BD,(MFKTKFMP18BD)
MFKTKFMP18BG,KOTAK FMP 18M SERIES 2 (MFKTKFMP18BG)
MFKTKFMP18BG_1,(MFKTKFMP18BG)
MFKTKFMP18CD,(MFKTKFMP18CD)
MFKTKFMP18CG,(MFKTKFMP18CG)
MFKTKFMP19BD,(MFKTKFMP19BD)
MFKTKFMP19BG,(MFKTKFMP19BG)
MFLICNF50G,(MFLICNF50G)
MFLTEBFG,L&T Investment Management Limited (MFLTEBFG)
MFLTEBFGD,L&T Investment Management Limited (MFLTEBFGD)
MFLTFMJN366G,(MFLTFMJN366G)
MFLTFMP370DD,L&T FMP-II (DEC370D A) DP (MFLTFMP370DD)
MFLTFMP370DG,L&T FMP-II (DEC370D A) GO (MFLTFMP370DG)
MFLTMFDE369G,L&T Investment Management Limited (MFLTMFDE369G)
MFLTMFEOF2D,L&T Investment Management Limited (MFLTMFEOF2D)
MFLTMFEOF2R,L&T Investment Management Limited (MFLTMFEOF2R)
MFLTMFEOFR,L&T Investment Management Limited (MFLTMFEOFR)
MFM12DD,Sundaram Asset Management Company Limited (MFM12DD)
MFM12DG,Sundaram Asset Management Company Limited (MFM12DG)
MFM12RD,Sundaram Asset Management Company Limited (MFM12RD)
MFM12RG,Sundaram Asset Management Company Limited (MFM12RG)
MFM14DD,Sundaram Asset Management Company Limited (MFM14DD)
MFM14DG,Sundaram Asset Management Company Limited (MFM14DG)
MFM14RD,Sundaram Asset Management Company Limited (MFM14RD)
MFM14RG,Sundaram Asset Management Company Limited (MFM14RG)
MFM15DG,Sundaram Asset Management Company Limited (MFM15DG)
MFM15RD,Sundaram Asset Management Company Limited (MFM15RD)
MFM15RG,Sundaram Asset Management Company Limited (MFM15RG)
MFM16RD,Sundaram Asset Management Company Limited (MFM16RD)
MFM16RG,Sundaram Asset Management Company Limited (MFM16RG)
MFM17RD,Sundaram Asset Management Company Limited (MFM17RD)
MFM17RG,Sundaram Asset Management Company Limited (MFM17RG)
MFMC1RG,Sundaram Asset Management Company Limited (MFMC1RG)
MFMC2RG,Sundaram Asset Management Company Limited (MFMC2RG)
MFMC6DD,Sundaram Asset Management Company Limited (MFMC6DD)
MFMC6DG,Sundaram Asset Management Company Limited (MFMC6DG)
MFMC6RD,Sundaram Asset Management Company Limited (MFMC6RD)
MFMC6RG,Sundaram Asset Management Company Limited (MFMC6RG)
MFMC8DD,Sundaram Asset Management Company Limited (MFMC8DD)
MFMC8DG,Sundaram Asset Management Company Limited (MFMC8DG)
MFMC8RD,Sundaram Asset Management Company Limited (MFMC8RD)
MFMC8RG,Sundaram Asset Management Company Limited (MFMC8RG)
MFMC9DD,Sundaram Asset Management Company Limited (MFMC9DD)
MFMC9DG,Sundaram Asset Management Company Limited (MFMC9DG)
