,Date,Open,High,Low,Close,Adj Close,Volume
2292,2006-05-09,12488.379883,12546.469727,12356.040039,12513.860352,12513.860352,22400.0
2293,2006-05-10,12546.929688,12624.370117,12530.980469,12612.379883,12612.379883,19000.0
2294,2006-05-11,12631.540039,12671.110352,12397.019531,12435.410156,12435.410156,19000.0
2295,2006-05-12,12400.709961,12421.759766,12224.44043,12285.110352,12285.110352,21000.0
2296,2006-05-15,12272.639648,12272.639648,11770.759766,11822.200195,11822.200195,30200.0
2297,2006-05-16,11861.179688,11954.509766,11378.959961,11873.730469,11873.730469,38200.0
2298,2006-05-17,11962.870117,12238.80957,11962.870117,12217.80957,12217.80957,18800.0
2299,2006-05-18,12163.980469,12163.980469,11330.450195,11391.429688,11391.429688,30600.0
2300,2006-05-19,11549.669922,11697.110352,10799.009766,10938.610352,10938.610352,35000.0
2301,2006-05-22,11071.629883,11142.900391,9826.910156,10481.769531,10481.769531,31400.0
2302,2006-05-23,10590.669922,10859.200195,10185.480469,10822.780273,10822.780273,30400.0
2303,2006-05-24,10830.980469,11000.959961,10504.589844,10573.150391,10573.150391,25600.0
2304,2006-05-25,10520.900391,10720.669922,10274.929688,10666.320313,10666.320313,21200.0
2305,2006-05-26,10735.139648,11050.769531,10735.139648,10809.349609,10809.349609,24800.0
2306,2006-05-29,10855.030273,10992.379883,10781.610352,10853.139648,10853.139648,15400.0
2307,2006-05-30,10886.610352,10988.230469,10722.919922,10786.629883,10786.629883,16200.0
2308,2006-05-31,10679.490234,10679.490234,10111.959961,10398.610352,10398.610352,35800.0
2309,2006-06-01,10472.459961,10597.230469,10017.820313,10071.419922,10071.419922,24200.0
2310,2006-06-02,10104.570313,10477.349609,10011.450195,10451.330078,10451.330078,28400.0
2311,2006-06-05,10537.080078,10552.379883,10186.330078,10213.480469,10213.480469,19200.0
2312,2006-06-06,10087.959961,10192.730469,9884.889648,9957.320313,9957.320313,26200.0
2313,2006-06-07,9919.280273,10051.80957,9609.209961,9756.759766,9756.759766,27000.0
2314,2006-06-08,9664.900391,9664.900391,9200.799805,9295.80957,9295.80957,36800.0
2315,2006-06-09,9270.780273,9849.200195,9262.200195,9810.459961,9810.459961,29400.0
2316,2006-06-12,9858.469727,9859.379883,9428.030273,9476.150391,9476.150391,20400.0
2317,2006-06-13,9360.05957,9360.05957,8993.580078,9062.650391,9062.650391,28000.0
